02-01 16:53:50.688 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_4, iter=71 lmb=.11E0 alpha=.1E1 obj=0.3009 imp=.14E-6 bdf=.51E-3] train deviance = 0.6122447792030633, valid deviance = 0.6052856794001413
02-01 16:53:51.207 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=88 lmb=.48E-1 alpha=.1E1 obj=0.2639 imp=.14E-3 bdf=.21E-1] computed in 1+0=1ms, step = 1
02-01 16:53:51.208 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=89 lmb=.48E-1 alpha=.1E1 obj=0.2639 imp=.21E-7 bdf=.26E-3] relImprovement < eps; relImprovement = 2.109207550631425E-8, eps = 1.0E-4
02-01 16:53:51.208 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:51.208 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=89 lmb=.48E-1 alpha=.1E1 obj=0.2639 imp=.21E-7 bdf=.26E-3] solution has 11 nonzeros
02-01 16:53:51.208 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=89 lmb=.48E-1 alpha=.1E1 obj=0.2639 imp=.21E-7 bdf=.26E-3] train deviance = 0.5746306101199964, valid deviance = 0.574041881119463
02-01 16:53:51.209 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=89 lmb=.43E-1 alpha=.1E1 obj=0.2609 imp=.21E-7 bdf=.26E-3] Got 20 active columns out of 20 total
02-01 16:53:51.209 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=89 lmb=.43E-1 alpha=.1E1 obj=0.2609 imp=.21E-7 bdf=.26E-3] computed in 0+0=0ms, step = 1
02-01 16:53:51.210 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=90 lmb=.43E-1 alpha=.1E1 obj=0.2609 imp=.15E-3 bdf=.22E-1] computed in 1+0=1ms, step = 1
02-01 16:53:51.210 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=91 lmb=.43E-1 alpha=.1E1 obj=0.2609 imp=.37E-7 bdf=.22E-3] relImprovement < eps; relImprovement = 3.7335846733388914E-8, eps = 1.0E-4
02-01 16:53:51.210 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:51.211 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=91 lmb=.43E-1 alpha=.1E1 obj=0.2609 imp=.37E-7 bdf=.22E-3] solution has 12 nonzeros
02-01 16:53:51.211 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=91 lmb=.43E-1 alpha=.1E1 obj=0.2609 imp=.37E-7 bdf=.22E-3] train deviance = 0.5724419691127097, valid deviance = 0.5718550557956028
02-01 16:53:51.211 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=91 lmb=.39E-1 alpha=.1E1 obj=0.2581 imp=.37E-7 bdf=.22E-3] Got 20 active columns out of 20 total
02-01 16:53:51.211 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=91 lmb=.39E-1 alpha=.1E1 obj=0.2581 imp=.37E-7 bdf=.22E-3] computed in 0+0=0ms, step = 1
02-01 16:53:51.211 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=92 lmb=.39E-1 alpha=.1E1 obj=0.2581 imp=.13E-3 bdf=.2E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.212 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=93 lmb=.39E-1 alpha=.1E1 obj=0.2581 imp=.27E-7 bdf=.21E-3] relImprovement < eps; relImprovement = 2.738908569901206E-8, eps = 1.0E-4
02-01 16:53:51.212 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:51.213 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=93 lmb=.39E-1 alpha=.1E1 obj=0.2581 imp=.27E-7 bdf=.21E-3] solution has 12 nonzeros
02-01 16:53:51.213 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=93 lmb=.39E-1 alpha=.1E1 obj=0.2581 imp=.27E-7 bdf=.21E-3] train deviance = 0.5705368240499603, valid deviance = 0.5699181491533151
02-01 16:53:51.213 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=93 lmb=.36E-1 alpha=.1E1 obj=0.2555 imp=.27E-7 bdf=.21E-3] Got 20 active columns out of 20 total
02-01 16:53:51.213 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=93 lmb=.36E-1 alpha=.1E1 obj=0.2555 imp=.27E-7 bdf=.21E-3] computed in 0+0=0ms, step = 1
02-01 16:53:51.214 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=94 lmb=.36E-1 alpha=.1E1 obj=0.2555 imp=.11E-3 bdf=.19E-1] computed in 1+0=1ms, step = 1
02-01 16:53:51.215 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=95 lmb=.36E-1 alpha=.1E1 obj=0.2555 imp=.34E-7 bdf=.18E-3] relImprovement < eps; relImprovement = 3.375168470361885E-8, eps = 1.0E-4
02-01 16:53:51.215 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 2 iterations (1)
02-01 16:53:51.215 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=95 lmb=.36E-1 alpha=.1E1 obj=0.2555 imp=.34E-7 bdf=.18E-3] solution has 12 nonzeros
02-01 16:53:51.216 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=95 lmb=.36E-1 alpha=.1E1 obj=0.2555 imp=.34E-7 bdf=.18E-3] train deviance = 0.5689212449250084, valid deviance = 0.5682915170155655
02-01 16:53:51.216 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=95 lmb=.33E-1 alpha=.1E1 obj=0.2531 imp=.34E-7 bdf=.18E-3] Got 20 active columns out of 20 total
02-01 16:53:51.216 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=95 lmb=.33E-1 alpha=.1E1 obj=0.2531 imp=.34E-7 bdf=.18E-3] computed in 0+0=0ms, step = 1
02-01 16:53:51.217 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=96 lmb=.33E-1 alpha=.1E1 obj=0.253 imp=.98E-4 bdf=.17E-1] relImprovement < eps; relImprovement = 9.766015070278498E-5, eps = 1.0E-4
02-01 16:53:51.217 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.217 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=96 lmb=.33E-1 alpha=.1E1 obj=0.253 imp=.98E-4 bdf=.17E-1] solution has 12 nonzeros
02-01 16:53:51.218 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=96 lmb=.33E-1 alpha=.1E1 obj=0.253 imp=.98E-4 bdf=.17E-1] train deviance = 0.5675536825636878, valid deviance = 0.5669112735124766
02-01 16:53:51.218 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=96 lmb=.3E-1 alpha=.1E1 obj=0.2508 imp=.98E-4 bdf=.17E-1] Got 20 active columns out of 20 total
02-01 16:53:51.218 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=96 lmb=.3E-1 alpha=.1E1 obj=0.2508 imp=.98E-4 bdf=.17E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.219 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=97 lmb=.3E-1 alpha=.1E1 obj=0.2508 imp=.86E-4 bdf=.16E-1] relImprovement < eps; relImprovement = 8.567789549379245E-5, eps = 1.0E-4
02-01 16:53:51.219 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.219 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=97 lmb=.3E-1 alpha=.1E1 obj=0.2508 imp=.86E-4 bdf=.16E-1] solution has 12 nonzeros
02-01 16:53:51.219 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=97 lmb=.3E-1 alpha=.1E1 obj=0.2508 imp=.86E-4 bdf=.16E-1] train deviance = 0.5663747232116885, valid deviance = 0.5657219798921138
02-01 16:53:51.219 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=97 lmb=.27E-1 alpha=.1E1 obj=0.2487 imp=.86E-4 bdf=.16E-1] Got 20 active columns out of 20 total
02-01 16:53:51.219 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=97 lmb=.27E-1 alpha=.1E1 obj=0.2487 imp=.86E-4 bdf=.16E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.220 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=98 lmb=.27E-1 alpha=.1E1 obj=0.2487 imp=.73E-4 bdf=.15E-1] relImprovement < eps; relImprovement = 7.32357715537183E-5, eps = 1.0E-4
02-01 16:53:51.220 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.220 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=98 lmb=.27E-1 alpha=.1E1 obj=0.2487 imp=.73E-4 bdf=.15E-1] solution has 13 nonzeros
02-01 16:53:51.221 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=98 lmb=.27E-1 alpha=.1E1 obj=0.2487 imp=.73E-4 bdf=.15E-1] train deviance = 0.5653706715468644, valid deviance = 0.564714458058875
02-01 16:53:51.221 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=98 lmb=.25E-1 alpha=.1E1 obj=0.2468 imp=.73E-4 bdf=.15E-1] Got 20 active columns out of 20 total
02-01 16:53:51.221 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=98 lmb=.25E-1 alpha=.1E1 obj=0.2468 imp=.73E-4 bdf=.15E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.222 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=99 lmb=.25E-1 alpha=.1E1 obj=0.2467 imp=.64E-4 bdf=.13E-1] relImprovement < eps; relImprovement = 6.42603467924722E-5, eps = 1.0E-4
02-01 16:53:51.222 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.222 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=99 lmb=.25E-1 alpha=.1E1 obj=0.2467 imp=.64E-4 bdf=.13E-1] solution has 13 nonzeros
02-01 16:53:51.222 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=99 lmb=.25E-1 alpha=.1E1 obj=0.2467 imp=.64E-4 bdf=.13E-1] train deviance = 0.5644942675739723, valid deviance = 0.5638164980041822
02-01 16:53:51.222 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=99 lmb=.23E-1 alpha=.1E1 obj=0.245 imp=.64E-4 bdf=.13E-1] Got 20 active columns out of 20 total
02-01 16:53:51.222 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=99 lmb=.23E-1 alpha=.1E1 obj=0.245 imp=.64E-4 bdf=.13E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.224 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=100 lmb=.23E-1 alpha=.1E1 obj=0.2449 imp=.53E-4 bdf=.12E-1] relImprovement < eps; relImprovement = 5.3232532970285657E-5, eps = 1.0E-4
02-01 16:53:51.224 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.225 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=100 lmb=.23E-1 alpha=.1E1 obj=0.2449 imp=.53E-4 bdf=.12E-1] solution has 13 nonzeros
02-01 16:53:51.225 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=100 lmb=.23E-1 alpha=.1E1 obj=0.2449 imp=.53E-4 bdf=.12E-1] train deviance = 0.5637625312026611, valid deviance = 0.5630869052184604
02-01 16:53:51.225 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=100 lmb=.21E-1 alpha=.1E1 obj=0.2433 imp=.53E-4 bdf=.12E-1] Got 20 active columns out of 20 total
02-01 16:53:51.225 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=100 lmb=.21E-1 alpha=.1E1 obj=0.2433 imp=.53E-4 bdf=.12E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.226 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=101 lmb=.21E-1 alpha=.1E1 obj=0.2433 imp=.46E-4 bdf=.11E-1] relImprovement < eps; relImprovement = 4.553684435892732E-5, eps = 1.0E-4
02-01 16:53:51.226 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.227 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=101 lmb=.21E-1 alpha=.1E1 obj=0.2433 imp=.46E-4 bdf=.11E-1] solution has 13 nonzeros
02-01 16:53:51.227 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=101 lmb=.21E-1 alpha=.1E1 obj=0.2433 imp=.46E-4 bdf=.11E-1] train deviance = 0.5631396250867607, valid deviance = 0.5624587172163212
02-01 16:53:51.227 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=101 lmb=.19E-1 alpha=.1E1 obj=0.2417 imp=.46E-4 bdf=.11E-1] Got 20 active columns out of 20 total
02-01 16:53:51.227 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=101 lmb=.19E-1 alpha=.1E1 obj=0.2417 imp=.46E-4 bdf=.11E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.228 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=102 lmb=.19E-1 alpha=.1E1 obj=0.2417 imp=.38E-4 bdf=.11E-1] relImprovement < eps; relImprovement = 3.822398912366556E-5, eps = 1.0E-4
02-01 16:53:51.228 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.229 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=102 lmb=.19E-1 alpha=.1E1 obj=0.2417 imp=.38E-4 bdf=.11E-1] solution has 12 nonzeros
02-01 16:53:51.229 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=102 lmb=.19E-1 alpha=.1E1 obj=0.2417 imp=.38E-4 bdf=.11E-1] train deviance = 0.5626159907317164, valid deviance = 0.5619391738213134
02-01 16:53:51.229 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=102 lmb=.17E-1 alpha=.1E1 obj=0.2403 imp=.38E-4 bdf=.11E-1] Got 20 active columns out of 20 total
02-01 16:53:51.229 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=102 lmb=.17E-1 alpha=.1E1 obj=0.2403 imp=.38E-4 bdf=.11E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.230 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=103 lmb=.17E-1 alpha=.1E1 obj=0.2403 imp=.33E-4 bdf=.1E-1] relImprovement < eps; relImprovement = 3.311571024202774E-5, eps = 1.0E-4
02-01 16:53:51.230 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.230 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=103 lmb=.17E-1 alpha=.1E1 obj=0.2403 imp=.33E-4 bdf=.1E-1] solution has 13 nonzeros
02-01 16:53:51.231 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=103 lmb=.17E-1 alpha=.1E1 obj=0.2403 imp=.33E-4 bdf=.1E-1] train deviance = 0.5621683478527053, valid deviance = 0.5614830555430574
02-01 16:53:51.231 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=103 lmb=.16E-1 alpha=.1E1 obj=0.239 imp=.33E-4 bdf=.1E-1] Got 20 active columns out of 20 total
02-01 16:53:51.231 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=103 lmb=.16E-1 alpha=.1E1 obj=0.239 imp=.33E-4 bdf=.1E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.231 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=104 lmb=.16E-1 alpha=.1E1 obj=0.239 imp=.26E-4 bdf=.91E-2] relImprovement < eps; relImprovement = 2.6209768916781045E-5, eps = 1.0E-4
02-01 16:53:51.231 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.232 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=104 lmb=.16E-1 alpha=.1E1 obj=0.239 imp=.26E-4 bdf=.91E-2] solution has 13 nonzeros
02-01 16:53:51.232 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=104 lmb=.16E-1 alpha=.1E1 obj=0.239 imp=.26E-4 bdf=.91E-2] train deviance = 0.5618251918133844, valid deviance = 0.5611676284479759
02-01 16:53:51.232 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=104 lmb=.14E-1 alpha=.1E1 obj=0.2378 imp=.26E-4 bdf=.91E-2] Got 20 active columns out of 20 total
02-01 16:53:51.232 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=104 lmb=.14E-1 alpha=.1E1 obj=0.2378 imp=.26E-4 bdf=.91E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.233 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=105 lmb=.14E-1 alpha=.1E1 obj=0.2378 imp=.28E-4 bdf=.91E-2] relImprovement < eps; relImprovement = 2.7698581147361968E-5, eps = 1.0E-4
02-01 16:53:51.233 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.233 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=105 lmb=.14E-1 alpha=.1E1 obj=0.2378 imp=.28E-4 bdf=.91E-2] solution has 13 nonzeros
02-01 16:53:51.233 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=105 lmb=.14E-1 alpha=.1E1 obj=0.2378 imp=.28E-4 bdf=.91E-2] train deviance = 0.5614797865533443, valid deviance = 0.5608025697642789
02-01 16:53:51.234 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=105 lmb=.13E-1 alpha=.1E1 obj=0.2367 imp=.28E-4 bdf=.91E-2] Got 20 active columns out of 20 total
02-01 16:53:51.234 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=105 lmb=.13E-1 alpha=.1E1 obj=0.2367 imp=.28E-4 bdf=.91E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.234 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=106 lmb=.13E-1 alpha=.1E1 obj=0.2367 imp=.18E-4 bdf=.74E-2] relImprovement < eps; relImprovement = 1.8451269892247257E-5, eps = 1.0E-4
02-01 16:53:51.235 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.235 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=106 lmb=.13E-1 alpha=.1E1 obj=0.2367 imp=.18E-4 bdf=.74E-2] solution has 13 nonzeros
02-01 16:53:51.235 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=106 lmb=.13E-1 alpha=.1E1 obj=0.2367 imp=.18E-4 bdf=.74E-2] train deviance = 0.5612403065990818, valid deviance = 0.5605887058817604
02-01 16:53:51.235 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_5, iter=106 lmb=.12E-1 alpha=.1E1 obj=0.2357 imp=.18E-4 bdf=.74E-2] Got 20 active columns out of 20 total
